Region/Country/Area,Land,Year,Series,Value,Footnotes,Source
340,Honduras,2005,Arable land (% of total land area),9.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2005,Permanent crops (% of total land area),3.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2005,Forest cover (% of total land area),51.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),57.4700,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
340,Honduras,2010,Land area (thousand hectares),11189.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Arable land (thousand hectares),1020.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Permanent crops (thousand hectares),450.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Forest cover (thousand hectares),5192.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Arable land (% of total land area),9.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Permanent crops (% of total land area),4.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Forest cover (% of total land area),46.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),57.5800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
340,Honduras,2016,Land area (thousand hectares),11189.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Arable land (thousand hectares),1020.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Permanent crops (thousand hectares),455.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Forest cover (thousand hectares),4472.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Arable land (% of total land area),9.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Permanent crops (% of total land area),4.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Forest cover (% of total land area),40.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
340,Honduras,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),65.0300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
340,Honduras,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),65.0300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
348,Hungary,2005,Land area (thousand hectares),8961.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Arable land (thousand hectares),4601.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Permanent crops (thousand hectares),205.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Forest cover (thousand hectares),1983.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Arable land (% of total land area),51.3000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Permanent crops (% of total land area),2.3000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Forest cover (% of total land area),22.1000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),81.0200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
348,Hungary,2010,Land area (thousand hectares),9053.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Arable land (thousand hectares),4392.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Permanent crops (thousand hectares),188.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Forest cover (thousand hectares),2046.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Arable land (% of total land area),48.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Permanent crops (% of total land area),2.1000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Forest cover (% of total land area),22.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),82.8600,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
348,Hungary,2016,Land area (thousand hectares),9053.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Arable land (thousand hectares),4324.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Permanent crops (thousand hectares),176.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Forest cover (thousand hectares),2074.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Arable land (% of total land area),47.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Permanent crops (% of total land area),1.9000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Forest cover (% of total land area),22.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
348,Hungary,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),82.9000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
348,Hungary,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),82.9000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
352,Iceland,2005,Land area (thousand hectares),10025.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2005,Arable land (thousand hectares),129.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2005,Forest cover (thousand hectares),37.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2005,Arable land (% of total land area),1.3000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2005,Forest cover (% of total land area),0.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),15.0000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
352,Iceland,2010,Land area (thousand hectares),10025.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2010,Arable land (thousand hectares),123.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2010,Forest cover (thousand hectares),43.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2010,Arable land (% of total land area),1.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2010,Forest cover (% of total land area),0.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),15.6500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
352,Iceland,2016,Land area (thousand hectares),10025.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2016,Arable land (thousand hectares),121.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2016,Forest cover (thousand hectares),51.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2016,Arable land (% of total land area),1.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2016,Forest cover (% of total land area),0.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
352,Iceland,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),18.0200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
352,Iceland,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),18.0200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
356,India,2005,Land area (thousand hectares),297319.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Arable land (thousand hectares),159444.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Permanent crops (thousand hectares),10230.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Forest cover (thousand hectares),67709.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Arable land (% of total land area),53.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Permanent crops (% of total land area),3.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Forest cover (% of total land area),22.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),22.5700,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
356,India,2010,Land area (thousand hectares),297319.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Arable land (thousand hectares),157009.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Permanent crops (thousand hectares),12225.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Forest cover (thousand hectares),69790.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Arable land (% of total land area),52.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Permanent crops (% of total land area),4.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Forest cover (% of total land area),23.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),22.5700,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
356,India,2016,Land area (thousand hectares),297319.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Arable land (thousand hectares),156463.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Permanent crops (thousand hectares),13000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Forest cover (thousand hectares),70860.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Arable land (% of total land area),52.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Permanent crops (% of total land area),4.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Forest cover (% of total land area),23.8000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
356,India,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),26.1000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
356,India,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),26.1000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
360,Indonesia,2005,Land area (thousand hectares),181157.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Arable land (thousand hectares),22946.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Permanent crops (thousand hectares),17900.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Forest cover (thousand hectares),97857.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Arable land (% of total land area),12.7000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Permanent crops (% of total land area),9.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Forest cover (% of total land area),54.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.2500,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
360,Indonesia,2010,Land area (thousand hectares),181157.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Arable land (thousand hectares),23600.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Permanent crops (thousand hectares),21000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Forest cover (thousand hectares),94432.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Arable land (% of total land area),13.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Permanent crops (% of total land area),11.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Forest cover (% of total land area),52.1000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),22.8100,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
360,Indonesia,2016,Land area (thousand hectares),181157.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Arable land (thousand hectares),23500.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Permanent crops (thousand hectares),22500.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Forest cover (thousand hectares),90326.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Arable land (% of total land area),13.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Permanent crops (% of total land area),12.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Forest cover (% of total land area),49.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
360,Indonesia,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),23.4800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
360,Indonesia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),23.4800,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
364,Iran (Islamic Republic of),2005,Land area (thousand hectares),162876.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Arable land (thousand hectares),16533.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Permanent crops (thousand hectares),1574.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Forest cover (thousand hectares),10692.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Arable land (% of total land area),10.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Permanent crops (% of total land area),1.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Forest cover (% of total land area),6.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2005,Important sites for terrestrial biodiversity protected (% of total sites protected),47.9000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
364,Iran (Islamic Republic of),2010,Land area (thousand hectares),162876.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Arable land (thousand hectares),15390.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Permanent crops (thousand hectares),1672.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Forest cover (thousand hectares),10692.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Arable land (% of total land area),9.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Permanent crops (% of total land area),1.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Forest cover (% of total land area),6.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2010,Important sites for terrestrial biodiversity protected (% of total sites protected),48.6200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
364,Iran (Islamic Republic of),2016,Land area (thousand hectares),162876.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Arable land (thousand hectares),14687.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Permanent crops (thousand hectares),1790.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Forest cover (thousand hectares),10692.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Arable land (% of total land area),9.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Permanent crops (% of total land area),1.1000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Forest cover (% of total land area),6.6000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
364,Iran (Islamic Republic of),2016,Important sites for terrestrial biodiversity protected (% of total sites protected),48.6200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
364,Iran (Islamic Republic of),2018,Important sites for terrestrial biodiversity protected (% of total sites protected),48.6200,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
368,Iraq,2005,Land area (thousand hectares),43737.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Arable land (thousand hectares),5200.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Permanent crops (thousand hectares),190.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Forest cover (thousand hectares),825.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Arable land (% of total land area),11.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Permanent crops (% of total land area),0.4000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Forest cover (% of total land area),1.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
368,Iraq,2010,Land area (thousand hectares),43432.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Arable land (thousand hectares),4000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Permanent crops (thousand hectares),220.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Forest cover (thousand hectares),825.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Arable land (% of total land area),9.2000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Permanent crops (% of total land area),0.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Forest cover (% of total land area),1.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),1.3400,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
368,Iraq,2016,Land area (thousand hectares),43413.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Arable land (thousand hectares),5000.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Permanent crops (thousand hectares),300.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Forest cover (thousand hectares),825.0000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Arable land (% of total land area),11.5000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Permanent crops (% of total land area),0.7000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Forest cover (% of total land area),1.9000,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
368,Iraq,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),5.1000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
