Region/Country/Area,Population employed in research and development (R&D),Year,Series,Value,Footnotes,Source
850,United States Virgin Islands,2000,R & D personnel: Researchers - total (number in full-time equivalent),11.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2000,R & D personnel: Researchers - women (number in full-time equivalent),2.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2000,R & D personnel: Technicians - total (number in full-time equivalent),6.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2000,R & D personnel: Other supporting staff - total (number in full-time equivalent),16.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2005,R & D personnel: Total (number in full-time equivalent),37.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2005,R & D personnel: Researchers - total (number in full-time equivalent),6.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2005,R & D personnel: Technicians - total (number in full-time equivalent),12.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),11.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2007,R & D personnel: Total (number in full-time equivalent),42.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2007,R & D personnel: Researchers - total (number in full-time equivalent),6.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2007,R & D personnel: Technicians - total (number in full-time equivalent),13.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
850,United States Virgin Islands,2007,R & D personnel: Other supporting staff - total (number in full-time equivalent),14.0000,Partial data.;Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2002,R & D personnel: Total (number in full-time equivalent),1412.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2002,R & D personnel: Researchers - total (number in full-time equivalent),1242.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2002,R & D personnel: Other supporting staff - total (number in full-time equivalent),170.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2010,R & D personnel: Researchers - total (number in full-time equivalent),1853.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2016,R & D personnel: Researchers - total (number in full-time equivalent),2222.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
858,Uruguay,2016,R & D personnel: Researchers - women (number in full-time equivalent),1084.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Total (number in full-time equivalent),24131.6000,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Researchers - total (number in full-time equivalent),16723.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Researchers - women (number in full-time equivalent),6663.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Technicians - total (number in full-time equivalent),2206.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Technicians - women (number in full-time equivalent),1099.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),3113.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2005,R & D personnel: Other supporting staff - women (number in full-time equivalent),1547.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2010,R & D personnel: Total (number in full-time equivalent),21555.1000,Overestimated or based on overestimated data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2010,R & D personnel: Researchers - total (number in full-time equivalent),15540.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2010,R & D personnel: Researchers - women (number in full-time equivalent),6193.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
860,Uzbekistan,2010,R & D personnel: Technicians - total (number in full-time equivalent),1900.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
