Region/Country/Area,Gross domestic expenditure on research and development (R&D),Year,Series,Value,Footnotes,Source
300,Greece,2016,Gross domestic expenditure on R & D: Private non-profit (%),0.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
300,Greece,2016,Gross domestic expenditure on R & D: Funds from abroad (%),14.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
304,Greenland,2004,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
316,Guam,2001,Gross domestic expenditure on R & D: Government (%),100.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
316,Guam,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2005,Gross domestic expenditure on R & D: Government (%),42.1000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2005,Gross domestic expenditure on R & D: Higher education (%),57.9000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2010,Gross domestic expenditure on R & D: Government (%),18.3000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2010,Gross domestic expenditure on R & D: Higher education (%),30.9000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2010,Gross domestic expenditure on R & D: Funds from abroad (%),50.8000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2012,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2012,Gross domestic expenditure on R & D: Government (%),23.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2012,Gross domestic expenditure on R & D: Higher education (%),27.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2012,Gross domestic expenditure on R & D: Funds from abroad (%),49.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2014,Gross domestic expenditure on R & D: Government (%),31.1000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2014,Gross domestic expenditure on R & D: Higher education (%),68.9000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2014,Gross domestic expenditure on R & D: Not distributed (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2015,Gross domestic expenditure on R & D: Government (%),27.8000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
320,Guatemala,2015,Gross domestic expenditure on R & D: Higher education (%),72.2000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
340,Honduras,2004,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
340,Honduras,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,Break in the time series.;Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
340,Honduras,2015,Gross domestic expenditure on R & D: Government (%),82.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
340,Honduras,2015,Gross domestic expenditure on R & D: Higher education (%),17.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
340,Honduras,2015,Gross domestic expenditure on R & D: Not distributed (%),0.0000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2005,Gross domestic expenditure on R & D: Business enterprises (%),39.4000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2005,Gross domestic expenditure on R & D: Government (%),49.4000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.3000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2005,Gross domestic expenditure on R & D: Funds from abroad (%),10.7000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2010,Gross domestic expenditure on R & D: Business enterprises (%),47.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2010,Gross domestic expenditure on R & D: Government (%),39.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
348,Hungary,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
